Taxon name,Taxonomy,Count,Proportion(%)
Bacteroides vulgatus,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides vulgatus,774,1.333
PAC001375_g PAC001375_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001375_g;PAC001375_s,579,0.9972
PAC002482_g EF603735_s,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;AC160630_f;PAC002482_g;EF603735_s,554,0.9541
PAC001062_g PAC001062_s,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;PAC001062_g;PAC001062_s,546,0.9403
PAC001681_g PAC001681_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001681_g;PAC001681_s,513,0.8835
Eubacterium_g17 PAC002487_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Eubacterium_g17;PAC002487_s,507,0.8732
KE159605_g KB822463_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;KE159605_g;KB822463_s,484,0.8335
PAC001068_g PAC001071_s,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;PAC001068_g;PAC001071_s,478,0.8232
PAC000664_g PAC001515_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC000664_g;PAC001515_s,471,0.8112
Enterorhabdus caecimuris,Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Enterorhabdus;Enterorhabdus caecimuris,469,0.8077
PAC000186_g PAC001064_s,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;PAC000186_g;PAC001064_s,408,0.7027
Arthromitus AP012202_s group,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Arthromitus;AP012202_s group,383,0.6596
Bacteroides caecimuris,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides caecimuris,360,0.62
Oscillibacter PAC001501_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;PAC001501_s,336,0.5787
PAC001199_g PAC001746_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001199_g;PAC001746_s,325,0.5597
PAC001362_g PAC001362_s,Bacteria;Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;PAC001362_g;PAC001362_s,314,0.5408
KE159628_g KE159628_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;KE159628_g;KE159628_s,300,0.5167
Caproiciproducens EU622658_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Caproiciproducens;EU622658_s,298,0.5132
Pseudoflavonifractor PAC001550_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor;PAC001550_s,297,0.5115
PAC001066_g PAC001066_s,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;PAC001066_g;PAC001066_s,288,0.496
PAC000661_g PAC002496_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC000661_g;PAC002496_s,288,0.496
KE159538_g PAC001770_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;KE159538_g;PAC001770_s,272,0.4684
EU456594_g EU456594_s,Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;EU456594_g;EU456594_s,269,0.4633
PAC001043_g PAC002511_s group,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001043_g;PAC002511_s group,245,0.4219
PAC001679_g PAC001679_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001679_g;PAC001679_s,227,0.3909
Enterorhabdus PAC002410_s,Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Enterorhabdus;PAC002410_s,214,0.3686
PAC000664_g PAC001104_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC000664_g;PAC001104_s,212,0.3651
PAC001092_g PAC001382_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001092_g;PAC001382_s,211,0.3634
Oscillibacter PAC001186_s group,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;PAC001186_s group,206,0.3548
PAC001091_g PAC001558_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001091_g;PAC001558_s,197,0.3393
Oscillibacter PAC001188_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;PAC001188_s,194,0.3341
Muribaculum DQ815542_s,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculum;DQ815542_s,191,0.3289
PAC001043_g PAC001552_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001043_g;PAC001552_s,189,0.3255
KE159571_g PAC002009_s group,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;KE159571_g;PAC002009_s group,183,0.3152
PAC000664_g PAC002486_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC000664_g;PAC002486_s,182,0.3134
Eubacterium_g17 PAC001119_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Eubacterium_g17;PAC001119_s,180,0.31
PAC001138_g PAC001518_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001138_g;PAC001518_s,180,0.31
PAC001199_g DQ777929_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001199_g;DQ777929_s,179,0.3083
Jeotgalicoccus halotolerans group,Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Jeotgalicoccus;Jeotgalicoccus halotolerans group,170,0.2928
PAC001074_g PAC001074_s,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;PAC001074_g;PAC001074_s,166,0.2859
PAC001092_g PAC001742_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001092_g;PAC001742_s,165,0.2842
Anaerotignum AF157052_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Anaerotignum;AF157052_s,159,0.2738
PAC001091_g PAC001091_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001091_g;PAC001091_s,158,0.2721
Lactobacillus FN667084_s,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;FN667084_s,154,0.2652
PAC001296_g PAC001601_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001296_g;PAC001601_s,154,0.2652
PAC001043_g PAC001570_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001043_g;PAC001570_s,149,0.2566
PAC001225_g PAC001225_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001225_g;PAC001225_s,141,0.2428
PAC001516_g PAC002466_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001516_g;PAC002466_s,140,0.2411
KE159571_g KE159571_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;KE159571_g;KE159571_s,139,0.2394
PAC001165_g PAC001366_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001165_g;PAC001366_s,134,0.2308
PAC000198_g PAC001139_s,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;PAC000198_g;PAC001139_s,133,0.2291
KE159571_g PAC001776_s group,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;KE159571_g;PAC001776_s group,133,0.2291
Facklamia tabacinasalis,Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Facklamia;Facklamia tabacinasalis,132,0.2273
KE159571_g PAC001604_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;KE159571_g;PAC001604_s,131,0.2256
PAC000692_g PAC001567_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC000692_g;PAC001567_s,130,0.2239
Flintibacter butyricus group,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor;Flintibacter butyricus group,129,0.2222
Bacteroides DQ805799_s,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;DQ805799_s,127,0.2187
KE159797_g PAC001222_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;KE159797_g;PAC001222_s,116,0.1998
Mucispirillum schaedleri,Bacteria;Deferribacteres;Deferribacteres_c;Deferribacterales;Deferribacteraceae;Mucispirillum;Mucispirillum schaedleri,114,0.1963
Anaerotruncus KE159677_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Anaerotruncus;KE159677_s,110,0.1894
Marvinbryantia PAC001753_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Marvinbryantia;PAC001753_s,104,0.1791
PAC000661_g PAC002104_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC000661_g;PAC002104_s,98,0.1688
PAC000664_g PAC001083_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC000664_g;PAC001083_s,95,0.1636
PAC001385_g PAC001727_s group,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001385_g;PAC001727_s group,91,0.1567
KE159538_g EF097676_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;KE159538_g;EF097676_s,90,0.155
Pseudoflavonifractor PAC001549_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor;PAC001549_s,90,0.155
PAC001043_g PAC001752_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001043_g;PAC001752_s,90,0.155
Clostridium_g21 PAC002512_s group,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Clostridium_g21;PAC002512_s group,90,0.155
Enterorhabdus mucosicola,Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Enterorhabdus;Enterorhabdus mucosicola,89,0.1533
PAC001524_g PAC001524_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001524_g;PAC001524_s,86,0.1481
Pseudoflavonifractor PAC001548_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor;PAC001548_s,82,0.1412
Eubacterium_g8 PAC002357_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Eubacterium_g8;PAC002357_s,81,0.1395
PAC001092_g PAC001381_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001092_g;PAC001381_s,79,0.1361
PAC000186_g PAC001128_s,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;PAC000186_g;PAC001128_s,78,0.1343
PAC001236_g PAC001767_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Mogibacterium_f;PAC001236_g;PAC001767_s,78,0.1343
KE159538_g PAC001708_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;KE159538_g;PAC001708_s,77,0.1326
Clostridium_g24 PAC001376_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Clostridium_g24;PAC001376_s,72,0.124
Acetatifactor PAC002332_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Acetatifactor;PAC002332_s,70,0.1206
Enterorhabdus muris,Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Enterorhabdus;Enterorhabdus muris,69,0.1188
PAC001092_g PAC001691_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001092_g;PAC001691_s,69,0.1188
PAC001221_g PAC001221_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Dehalobacterium_f;PAC001221_g;PAC001221_s,68,0.1171
PAC001372_g PAC001372_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001372_g;PAC001372_s,68,0.1171
PAC001362_g PAC001647_s,Bacteria;Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;PAC001362_g;PAC001647_s,67,0.1154
Anaerotignum PAC001540_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Anaerotignum;PAC001540_s,66,0.1137
Pseudoflavonifractor PAC001543_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor;PAC001543_s,66,0.1137
PAC001588_g PAC001588_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001588_g;PAC001588_s,66,0.1137
Corynebacterium casei,Bacteria;Actinobacteria;Actinobacteria_c;Corynebacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium casei,65,0.1119
PAC001402_g PAC001546_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC001402_g;PAC001546_s,65,0.1119
PAC001092_g PAC001774_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001092_g;PAC001774_s,63,0.1085
KE159571_g PAC002348_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;KE159571_g;PAC002348_s,62,0.1068
PAC001266_g PAC002299_s,Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;PAC001266_g;PAC002299_s,60,0.1033
PAC000186_g EU474208_s,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;PAC000186_g;EU474208_s,59,0.1016
PAC001068_g PAC001068_s,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;PAC001068_g;PAC001068_s,59,0.1016
Massilioclostridium PAC001521_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Massilioclostridium;PAC001521_s,58,0.0999
PAC001228_g PAC002027_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001228_g;PAC002027_s,57,0.0982
Alistipes PAC001061_s,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;PAC001061_s,56,0.0964
Oscillibacter PAC001522_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;PAC001522_s,56,0.0964
Pseudoflavonifractor PAC001786_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor;PAC001786_s,55,0.0947
Parabacteroides goldsteinii,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides;Parabacteroides goldsteinii,55,0.0947
Corynebacterium stationis,Bacteria;Actinobacteria;Actinobacteria_c;Corynebacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium stationis,54,0.093
Pseudoflavonifractor PAC001087_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor;PAC001087_s,54,0.093
PAC001103_g PAC001361_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001103_g;PAC001361_s,54,0.093
PAC000186_g PAC001806_s,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;PAC000186_g;PAC001806_s,54,0.093
KE159605_g KE159605_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;KE159605_g;KE159605_s,53,0.0913
Bacteroides faecichinchillae,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides faecichinchillae,52,0.0896
PAC001360_g GQ157859_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Christensenellaceae;PAC001360_g;GQ157859_s,52,0.0896
Acutalibacter PAC001594_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Acutalibacter;PAC001594_s,52,0.0896
PAC001389_g PAC001389_s,Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;PAC001389_g;PAC001389_s,51,0.0878
PAC001092_g PAC001710_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001092_g;PAC001710_s,51,0.0878
Phocea PAC001158_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Phocea;PAC001158_s,50,0.0861
LLKB_g PAC001383_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;LLKB_g;PAC001383_s,50,0.0861
Caproiciproducens PAC001505_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Caproiciproducens;PAC001505_s,49,0.0844
Bacteroides uniformis,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides uniformis,48,0.0827
Eubacterium_g17 HQ716480_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Eubacterium_g17;HQ716480_s,47,0.0809
Pseudoflavonifractor PAC002490_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor;PAC002490_s,47,0.0809
Aerococcus viridans group,Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus viridans group,46,0.0792
PAC001402_g PAC001561_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC001402_g;PAC001561_s,46,0.0792
KE159571_g PAC002468_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;KE159571_g;PAC002468_s,46,0.0792
Oscillibacter KE159714_s group,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;KE159714_s group,45,0.0775
Eubacterium_g6 PAC001227_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Eubacterium_g6;PAC001227_s,45,0.0775
Bacteroides DQ799557_s,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;DQ799557_s,44,0.0758
PAC000198_g PAC001075_s,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;PAC000198_g;PAC001075_s,44,0.0758
PAC000692_g PAC001387_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC000692_g;PAC001387_s,43,0.0741
KE159538_g PAC001696_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;KE159538_g;PAC001696_s,43,0.0741
Eubacterium_g23 PAC001121_s group,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Eubacterium_g23;PAC001121_s group,42,0.0723
Frisingicoccus PAC001744_s group,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Frisingicoccus;PAC001744_s group,42,0.0723
Pseudoflavonifractor KI535319_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor;KI535319_s,41,0.0706
Clostridium_g24 AF371567_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Clostridium_g24;AF371567_s,40,0.0689
Clostridium_g21 PAC001294_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Clostridium_g21;PAC001294_s,40,0.0689
Eubacterium_g17 PAC001571_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Eubacterium_g17;PAC001571_s,40,0.0689
Pseudoflavonifractor PAC001574_s group,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor;PAC001574_s group,40,0.0689
PAC002042_g PAC002042_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC002042_g;PAC002042_s,40,0.0689
PAC001199_g PAC002391_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001199_g;PAC002391_s,40,0.0689
Bacteroides HM124113_s,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;HM124113_s,38,0.0654
PAC001112_g PAC001267_s,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;PAC001112_g;PAC001267_s,38,0.0654
LT706945_g PAC001747_s,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;LT706945_g;PAC001747_s,37,0.0637
PAC000661_g PAC001154_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC000661_g;PAC001154_s,36,0.062
Acholeplasma_g2 PAC001080_s,Bacteria;Tenericutes;Mollicutes;Acholeplasmatales;Acholeplasmataceae;Acholeplasma_g2;PAC001080_s,35,0.0603
PAC001092_g PAC002030_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001092_g;PAC002030_s,35,0.0603
PAC001112_g PAC002441_s,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;PAC001112_g;PAC002441_s,35,0.0603
Eubacterium_g6 JQ083736_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Eubacterium_g6;JQ083736_s,34,0.0586
Pseudoflavonifractor PAC001379_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor;PAC001379_s,33,0.0568
KE159571_g DQ815838_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;KE159571_g;DQ815838_s,32,0.0551
Oscillibacter PAC001156_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;PAC001156_s,31,0.0534
Sporosarcina JF750766_s,Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Sporosarcina;JF750766_s,30,0.0517
PAC001118_g PAC002344_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001118_g;PAC002344_s,30,0.0517
KE159600_g EU511112_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;KE159600_g;EU511112_s,29,0.0499
PAC001092_g PAC001517_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001092_g;PAC001517_s,28,0.0482
Parasutterella excrementihominis group,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Sutterellaceae;Parasutterella;Parasutterella excrementihominis group,28,0.0482
Proteus mirabilis,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Proteus;Proteus mirabilis,28,0.0482
Acutalibacter muris,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Acutalibacter;Acutalibacter muris,27,0.0465
KE159600_g EF098562_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;KE159600_g;EF098562_s,27,0.0465
Pseudoflavonifractor PAC001131_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor;PAC001131_s,27,0.0465
PAC000671_g PAC001473_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC000671_g;PAC001473_s,27,0.0465
Oscillibacter PAC001526_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;PAC001526_s,27,0.0465
Agathobaculum PAC001688_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Agathobaculum;PAC001688_s,27,0.0465
PAC001166_g GQ451310_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001166_g;GQ451310_s,26,0.0448
KE159810_g KE159810_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;KE159810_g;KE159810_s,26,0.0448
PAC001778_g PAC001778_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC001778_g;PAC001778_s,26,0.0448
PAC001573_g PAC002010_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Mogibacterium_f;PAC001573_g;PAC002010_s,26,0.0448
Frisingicoccus EF409953_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Frisingicoccus;EF409953_s,25,0.0431
Oscillibacter FJ678358_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;FJ678358_s,25,0.0431
Eubacterium_g8 PAC001244_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Eubacterium_g8;PAC001244_s,25,0.0431
PAC001266_g PAC001266_s,Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;PAC001266_g;PAC001266_s,24,0.0413
Clostridium_g21 PAC001757_s group,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Clostridium_g21;PAC001757_s group,24,0.0413
PAC001043_g PAC002338_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001043_g;PAC002338_s,24,0.0413
PAC001457_g PAC001495_s group,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001457_g;PAC001495_s group,23,0.0396
PAC001212_g PAC001809_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001212_g;PAC001809_s,23,0.0396
