Taxon name,Taxonomy,Count,Proportion(%)
PAC000186_g PAC001064_s,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;PAC000186_g;PAC001064_s,931,1.2147
PAC001062_g PAC001062_s,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;PAC001062_g;PAC001062_s,926,1.2082
KE159571_g KE159571_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;KE159571_g;KE159571_s,859,1.1207
PAC002482_g EF603735_s,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;AC160630_f;PAC002482_g;EF603735_s,846,1.1038
KE159538_g PAC001120_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;KE159538_g;PAC001120_s,836,1.0907
PAC001063_g PAC001063_s,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;PAC001063_g;PAC001063_s,835,1.0894
KE159605_g KE159605_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;KE159605_g;KE159605_s,743,0.9694
PAC001199_g PAC001746_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001199_g;PAC001746_s,743,0.9694
PAC000664_g PAC001083_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC000664_g;PAC001083_s,656,0.8559
Clostridium_g24 PAC001376_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Clostridium_g24;PAC001376_s,621,0.8102
KE159538_g PAC002428_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;KE159538_g;PAC002428_s,583,0.7606
Enterorhabdus caecimuris,Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Enterorhabdus;Enterorhabdus caecimuris,526,0.6863
Eubacterium_g17 PAC002487_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Eubacterium_g17;PAC002487_s,520,0.6784
PAC001681_g PAC001681_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001681_g;PAC001681_s,487,0.6354
PAC001092_g PAC001742_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001092_g;PAC001742_s,468,0.6106
Bacteroides caecimuris,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides caecimuris,439,0.5728
Prevotella PAC002481_s,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;PAC002481_s,401,0.5232
KE159628_g KE159628_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;KE159628_g;KE159628_s,330,0.4306
PAC001091_g PAC001558_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001091_g;PAC001558_s,328,0.4279
PAC001138_g PAC001518_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001138_g;PAC001518_s,325,0.424
KE159571_g PAC001776_s group,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;KE159571_g;PAC001776_s group,310,0.4045
PAC001066_g PAC001066_s,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;PAC001066_g;PAC001066_s,292,0.381
PAC001092_g PAC001382_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001092_g;PAC001382_s,263,0.3431
PAC001296_g PAC001601_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001296_g;PAC001601_s,260,0.3392
PAC001092_g PAC001092_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001092_g;PAC001092_s,253,0.3301
PAC001199_g DQ777929_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001199_g;DQ777929_s,250,0.3262
PAC001043_g PAC002511_s group,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001043_g;PAC002511_s group,247,0.3223
Oscillibacter PAC001501_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;PAC001501_s,242,0.3157
KE159538_g EF097676_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;KE159538_g;EF097676_s,236,0.3079
Muribaculum PAC001077_s,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculum;PAC001077_s,234,0.3053
PAC001092_g PAC001710_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001092_g;PAC001710_s,231,0.3014
Oscillibacter PAC001186_s group,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;PAC001186_s group,230,0.3001
PAC001679_g PAC001679_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001679_g;PAC001679_s,230,0.3001
KE159571_g PAC002468_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;KE159571_g;PAC002468_s,222,0.2896
PAC000186_g PAC001128_s,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;PAC000186_g;PAC001128_s,216,0.2818
Enterorhabdus PAC002410_s,Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Enterorhabdus;PAC002410_s,196,0.2557
Pseudoflavonifractor PAC001550_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor;PAC001550_s,194,0.2531
PAC000198_g PAC001139_s,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;PAC000198_g;PAC001139_s,179,0.2335
Caproiciproducens EU622658_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Caproiciproducens;EU622658_s,178,0.2322
Oscillibacter PAC001188_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;PAC001188_s,172,0.2244
Clostridium_g21 PAC001085_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Clostridium_g21;PAC001085_s,171,0.2231
Bacteroides DQ805799_s,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;DQ805799_s,162,0.2114
PAC000186_g EU474208_s,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;PAC000186_g;EU474208_s,154,0.2009
PAC000661_g AB185622_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC000661_g;AB185622_s,148,0.1931
PAC001516_g PAC002466_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001516_g;PAC002466_s,148,0.1931
PAC000664_g PAC001535_s group,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC000664_g;PAC001535_s group,141,0.184
Acutalibacter muris,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Acutalibacter;Acutalibacter muris,133,0.1735
KE159538_g PAC001708_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;KE159538_g;PAC001708_s,132,0.1722
Lactobacillus intestinalis,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus intestinalis,130,0.1696
Enterorhabdus mucosicola,Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Enterorhabdus;Enterorhabdus mucosicola,124,0.1618
KE159571_g PAC001933_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;KE159571_g;PAC001933_s,122,0.1592
PAC001236_g PAC001767_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Mogibacterium_f;PAC001236_g;PAC001767_s,120,0.1566
EU456594_g EU456594_s,Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;EU456594_g;EU456594_s,119,0.1553
PAC001068_g PAC001068_s,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;PAC001068_g;PAC001068_s,119,0.1553
PAC001166_g GQ451310_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001166_g;GQ451310_s,117,0.1526
PAC001199_g PAC002391_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001199_g;PAC002391_s,116,0.1513
Eubacterium_g6 PAC001227_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Eubacterium_g6;PAC001227_s,115,0.15
KE159571_g PAC001604_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;KE159571_g;PAC001604_s,110,0.1435
Pseudoflavonifractor PAC001543_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor;PAC001543_s,109,0.1422
PAC000692_g PAC001666_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC000692_g;PAC001666_s,109,0.1422
PAC000661_g PAC001777_s group,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC000661_g;PAC001777_s group,108,0.1409
Marvinbryantia PAC001753_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Marvinbryantia;PAC001753_s,107,0.1396
PAC002042_g PAC002042_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC002042_g;PAC002042_s,104,0.1357
PAC001092_g PAC001381_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001092_g;PAC001381_s,103,0.1344
KE159605_g PAC002401_s group,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;KE159605_g;PAC002401_s group,103,0.1344
PAC001221_g PAC001221_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Dehalobacterium_f;PAC001221_g;PAC001221_s,102,0.1331
Arthromitus AP012202_s group,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Arthromitus;AP012202_s group,101,0.1318
Clostridium_g21 PAC002512_s group,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Clostridium_g21;PAC002512_s group,101,0.1318
Clostridium_g24 AF371567_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Clostridium_g24;AF371567_s,100,0.1305
Parabacteroides goldsteinii,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides;Parabacteroides goldsteinii,99,0.1292
Acetatifactor PAC002332_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Acetatifactor;PAC002332_s,97,0.1266
PAC000186_g PAC001806_s,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;PAC000186_g;PAC001806_s,96,0.1253
Flintibacter butyricus group,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor;Flintibacter butyricus group,94,0.1226
Phocea PAC001158_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Phocea;PAC001158_s,94,0.1226
Roseburia PAC001271_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia;PAC001271_s,94,0.1226
Clostridium_g24 PAC000183_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Clostridium_g24;PAC000183_s,93,0.1213
PAC000661_g EF434365_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC000661_g;EF434365_s,92,0.12
Muribaculum DQ815542_s,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculum;DQ815542_s,86,0.1122
Eubacterium_g8 PAC002357_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Eubacterium_g8;PAC002357_s,86,0.1122
PAC001074_g PAC001074_s,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;PAC001074_g;PAC001074_s,85,0.1109
PAC001225_g PAC001225_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001225_g;PAC001225_s,85,0.1109
PAC001165_g PAC001366_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001165_g;PAC001366_s,85,0.1109
PAC001266_g PAC002299_s,Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;PAC001266_g;PAC002299_s,85,0.1109
Pseudoflavonifractor PAC001087_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor;PAC001087_s,84,0.1096
PAC001456_g PAC001456_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001456_g;PAC001456_s,84,0.1096
PAC001092_g PAC001691_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001092_g;PAC001691_s,84,0.1096
Mucispirillum schaedleri,Bacteria;Deferribacteres;Deferribacteres_c;Deferribacterales;Deferribacteraceae;Mucispirillum;Mucispirillum schaedleri,83,0.1083
Pseudoflavonifractor PAC001379_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor;PAC001379_s,83,0.1083
PAC000671_g PAC001473_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC000671_g;PAC001473_s,83,0.1083
PAC001043_g PAC001570_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001043_g;PAC001570_s,79,0.1031
PAC001092_g PAC001517_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001092_g;PAC001517_s,73,0.0952
Oscillibacter PAC001638_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;PAC001638_s,73,0.0952
Acutalibacter PAC001594_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Acutalibacter;PAC001594_s,72,0.0939
Alistipes PAC001061_s,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;PAC001061_s,71,0.0926
Oscillibacter PAC001522_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;PAC001522_s,70,0.0913
PAC001402_g PAC001546_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC001402_g;PAC001546_s,69,0.09
PAC000664_g EU504374_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC000664_g;EU504374_s,68,0.0887
PAC001112_g PAC001267_s,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;PAC001112_g;PAC001267_s,67,0.0874
PAC001524_g PAC001524_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001524_g;PAC001524_s,67,0.0874
Agathobaculum PAC001688_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Agathobaculum;PAC001688_s,66,0.0861
PAC001092_g PAC001774_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001092_g;PAC001774_s,66,0.0861
PAC000661_g PAC000686_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC000661_g;PAC000686_s,65,0.0848
KE159797_g PAC001222_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;KE159797_g;PAC001222_s,65,0.0848
PAC001362_g PAC001362_s,Bacteria;Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;PAC001362_g;PAC001362_s,65,0.0848
Enterorhabdus muris,Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Enterorhabdus;Enterorhabdus muris,64,0.0835
PAC001112_g PAC002441_s,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;PAC001112_g;PAC002441_s,62,0.0809
PAC001043_g AB506430_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001043_g;AB506430_s,59,0.077
Eubacterium_g6 JQ083736_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Eubacterium_g6;JQ083736_s,59,0.077
PAC000692_g PAC001760_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC000692_g;PAC001760_s,56,0.0731
PAC001043_g PAC002338_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001043_g;PAC002338_s,56,0.0731
Bacteroides DQ799557_s,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;DQ799557_s,54,0.0705
PAC000198_g PAC001075_s,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;PAC000198_g;PAC001075_s,54,0.0705
PAC001266_g PAC001266_s,Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;PAC001266_g;PAC001266_s,54,0.0705
PAC001212_g PAC001809_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001212_g;PAC001809_s,51,0.0665
Oscillibacter EF098020_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;EF098020_s,50,0.0652
PAC001389_g PAC001389_s,Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;PAC001389_g;PAC001389_s,50,0.0652
Caproiciproducens PAC001505_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Caproiciproducens;PAC001505_s,50,0.0652
LLKB_g PAC001902_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;LLKB_g;PAC001902_s,46,0.06
PAC001360_g GQ157859_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Christensenellaceae;PAC001360_g;GQ157859_s,45,0.0587
Acutalibacter PAC001519_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Acutalibacter;PAC001519_s,45,0.0587
Frisingicoccus PAC001744_s group,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Frisingicoccus;PAC001744_s group,45,0.0587
Eubacterium_g8 PAC001244_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Eubacterium_g8;PAC001244_s,43,0.0561
PAC001385_g PAC001727_s group,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001385_g;PAC001727_s group,43,0.0561
Bacteroides faecichinchillae,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides faecichinchillae,42,0.0548
Pseudoflavonifractor PAC001131_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor;PAC001131_s,42,0.0548
Oscillibacter PAC001526_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;PAC001526_s,42,0.0548
Pseudoflavonifractor PAC001549_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor;PAC001549_s,42,0.0548
KE159797_g KE159797_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;KE159797_g;KE159797_s,41,0.0535
PAC001103_g PAC001361_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001103_g;PAC001361_s,41,0.0535
KE159571_g PAC002348_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;KE159571_g;PAC002348_s,40,0.0522
PAC000661_g EU842956_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC000661_g;EU842956_s,38,0.0496
Anaerotruncus KE159677_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Anaerotruncus;KE159677_s,38,0.0496
PAC001362_g PAC001647_s,Bacteria;Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;PAC001362_g;PAC001647_s,38,0.0496
PAC001043_g PAC001752_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001043_g;PAC001752_s,38,0.0496
PAC001092_g PAC002030_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001092_g;PAC002030_s,38,0.0496
Bacteroides uniformis,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides uniformis,37,0.0483
PAC001516_g PAC002384_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001516_g;PAC002384_s,37,0.0483
PAC001402_g PAC001764_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC001402_g;PAC001764_s,34,0.0444
PAC000664_g PAC001515_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC000664_g;PAC001515_s,33,0.0431
PAC001402_g PAC001561_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC001402_g;PAC001561_s,33,0.0431
PAC001092_g PAC001388_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001092_g;PAC001388_s,32,0.0418
Paludicola PAC001784_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Paludicola;PAC001784_s,32,0.0418
Streptococcus danieliae,Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus danieliae,32,0.0418
Pseudoflavonifractor KI535319_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor;KI535319_s,31,0.0404
PAC001573_g PAC002010_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Mogibacterium_f;PAC001573_g;PAC002010_s,31,0.0404
Lachnospira PAC002369_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospira;PAC002369_s,31,0.0404
PAC001225_g EU504346_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001225_g;EU504346_s,30,0.0391
KE159600_g KE159600_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;KE159600_g;KE159600_s,30,0.0391
Eubacterium_g6 PAC001586_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Eubacterium_g6;PAC001586_s,30,0.0391
LT706945_g PAC001747_s,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;LT706945_g;PAC001747_s,30,0.0391
PAC001377_g PAC001377_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001377_g;PAC001377_s,29,0.0378
Pseudoflavonifractor PAC001786_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor;PAC001786_s,29,0.0378
PAC000197_g EF406725_s,Bacteria;Tenericutes;Mollicutes;PAC001057_o;PAC000197_f;PAC000197_g;EF406725_s,27,0.0352
Clostridium_g21 EU455375_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Clostridium_g21;EU455375_s,27,0.0352
PAC001266_g PAC002419_s,Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;PAC001266_g;PAC002419_s,27,0.0352
Anaerotignum AF157052_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Anaerotignum;AF157052_s,26,0.0339
PAC001408_g PAC001408_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001408_g;PAC001408_s,26,0.0339
Pseudoflavonifractor PAC001574_s group,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor;PAC001574_s group,26,0.0339
Pseudoflavonifractor PAC002490_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor;PAC002490_s,26,0.0339
Kineothrix alysoides,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Kineothrix;Kineothrix alysoides,25,0.0326
LLKB_g PAC001383_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;LLKB_g;PAC001383_s,25,0.0326
PAC000664_g PAC001488_s group,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC000664_g;PAC001488_s group,25,0.0326
PAC000661_g PAC001182_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC000661_g;PAC001182_s,24,0.0313
Emergencia PAC001235_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Mogibacterium_f;Emergencia;PAC001235_s,24,0.0313
Clostridium_g21 PAC001294_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Clostridium_g21;PAC001294_s,24,0.0313
